battle_time,event_id,event_mode,event_map,battle_type,battle_mode,battle_result,battle_duration,battle_rank,battle_trophy_change,star_player_tag,star_player_name,star_player_brawler_id,star_player_brawler_name,star_player_brawler_power,star_player_brawler_trophies,teammate_1_tag,teammate_1_name,teammate_1_brawler_id,teammate_1_brawler_name,teammate_1_brawler_power,teammate_1_brawler_trophies,teammate_2_tag,teammate_2_name,teammate_2_brawler_id,teammate_2_brawler_name,teammate_2_brawler_power,teammate_2_brawler_trophies,teammate_3_tag,teammate_3_name,teammate_3_brawler_id,teammate_3_brawler_name,teammate_3_brawler_power,teammate_3_brawler_trophies,teammate_4_tag,teammate_4_name,teammate_4_brawler_id,teammate_4_brawler_name,teammate_4_brawler_power,teammate_4_brawler_trophies,teammate_5_tag,teammate_5_name,teammate_5_brawler_id,teammate_5_brawler_name,teammate_5_brawler_power,teammate_5_brawler_trophies,player_tag,player_name,player_brawler_id,player_brawler_name,player_brawler_power,player_brawler_trophies
20241215T194137.000Z,15000228,soloShowdown,Safety Center,ranked,soloShowdown,,,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241215T194016.000Z,15000228,soloShowdown,Safety Center,ranked,soloShowdown,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241215T004807.000Z,15000228,soloShowdown,Safety Center,ranked,soloShowdown,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241215T004716.000Z,15000228,soloShowdown,Safety Center,ranked,soloShowdown,,,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241215T004525.000Z,15000228,soloShowdown,Safety Center,ranked,soloShowdown,,,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241215T004142.000Z,15000228,soloShowdown,Safety Center,ranked,soloShowdown,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241215T003930.000Z,15000228,soloShowdown,Safety Center,ranked,soloShowdown,,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241214T214011.000Z,15000228,soloShowdown,Safety Center,ranked,soloShowdown,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241214T213858.000Z,15000228,soloShowdown,Safety Center,ranked,soloShowdown,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241214T213454.000Z,15000228,soloShowdown,Safety Center,ranked,soloShowdown,,,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241214T213404.000Z,15000228,soloShowdown,Safety Center,ranked,soloShowdown,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241214T061631.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241213T174553.000Z,15000701,soloShowdown,Marksman's Paradise,ranked,soloShowdown,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241213T174509.000Z,15000701,soloShowdown,Marksman's Paradise,ranked,soloShowdown,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241213T174306.000Z,15000701,soloShowdown,Marksman's Paradise,ranked,soloShowdown,,,2.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241213T174139.000Z,15000701,soloShowdown,Marksman's Paradise,ranked,soloShowdown,,,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241213T173909.000Z,15000701,soloShowdown,Marksman's Paradise,ranked,soloShowdown,,,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241213T173635.000Z,15000701,soloShowdown,Marksman's Paradise,ranked,soloShowdown,,,2.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241213T173444.000Z,15000701,soloShowdown,Marksman's Paradise,ranked,soloShowdown,,,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241213T173255.000Z,15000701,soloShowdown,Marksman's Paradise,ranked,soloShowdown,,,1.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241213T173128.000Z,15000701,soloShowdown,Marksman's Paradise,ranked,soloShowdown,,,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241213T172757.000Z,15000701,soloShowdown,Marksman's Paradise,ranked,soloShowdown,,,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241213T172517.000Z,15000701,soloShowdown,Marksman's Paradise,ranked,soloShowdown,,,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241213T172341.000Z,15000051,brawlBall,Super Beach,ranked,brawlBall,victory,28.0,,8.0,#CJU28JQC,lil cuzzo,16000086.0,SHADE,10.0,8.0,#2GLCCYGC9V,SuperSurge,16000007.0,JESSIE,1.0,3.0,#2GL8YLVPGY,fettuccine,16000010.0,EL PRIMO,1.0,0.0,#CJU28JQC,lil cuzzo,16000086.0,SHADE,10.0,8.0,,,,,,,,,,,,,,,,EL PRIMO,,
20241225T220848.000Z,0,,,ranked,hotZone,defeat,80.0,,,#28J9JYGVJL,Saori06,16000052.0,MEG,10.0,277.0,#2GL8YLVPGY,fettuccine,16000001.0,COLT,9.0,295.0,#28J9JYGVJL,Saori06,16000052.0,MEG,10.0,277.0,#RRGPJR298,heipy57,16000068.0,MAISIE,9.0,291.0,,,,,,,,,,,,,,,,COLT,,
20241225T220654.000Z,15000899,knockout,Overgrown Ruins,ranked,knockout,defeat,162.0,,-2.0,#2QLJJVLQLU,CurryBuster,16000010.0,EL PRIMO,9.0,289.0,#LGJ2UY2RU,ALONZO §,16000052.0,MEG,9.0,309.0,#2GL8YLVPGY,fettuccine,16000001.0,COLT,9.0,297.0,#9VVG8889L,DrManhattan333,16000043.0,EDGAR,7.0,315.0,,,,,,,,,,,,,,,,COLT,,
20241225T220347.000Z,15000899,knockout,Overgrown Ruins,ranked,knockout,defeat,64.0,,-2.0,#2208Y2UGQJ,BhrisCumstead,16000037.0,SPROUT,9.0,377.0,#229VURPYGU,BjornViiks11,16000011.0,MORTIS,11.0,302.0,#2GL8YLVPGY,fettuccine,16000001.0,COLT,9.0,299.0,#9VVG8889L,DrManhattan333,16000043.0,EDGAR,7.0,317.0,,,,,,,,,,,,,,,,COLT,,
20241225T220211.000Z,15000899,knockout,Overgrown Ruins,ranked,knockout,victory,60.0,,8.0,#2L8CUQRQR8,Sofi11,16000014.0,BO,8.0,250.0,#GUYR0CY8U,BGC Alador,16000026.0,BIBI,5.0,217.0,#2GL8YLVPGY,fettuccine,16000001.0,COLT,9.0,291.0,#2L8CUQRQR8,Sofi11,16000014.0,BO,8.0,250.0,,,,,,,,,,,,,,,,COLT,,
20241225T220050.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,10.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLT,,
20241225T220043.000Z,15000899,knockout,Overgrown Ruins,ranked,knockout,defeat,48.0,,-2.0,#RYL8Q0JP9,Mizuuu,16000088.0,BUZZ LIGHTYEAR,11.0,298.0,#92YVJ8Y2L,Tland155,16000005.0,SPIKE,10.0,291.0,#2GL8YLVPGY,fettuccine,16000001.0,COLT,9.0,293.0,#2QY9LCUG92,meow mix,16000011.0,MORTIS,7.0,284.0,,,,,,,,,,,,,,,,COLT,,
20241225T215938.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLT,,
20241225T215823.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLT,,
20241225T215715.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLT,,
20241225T215628.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLT,,
20241225T215437.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLT,,
20241225T215330.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLT,,
20241225T214955.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUZZ LIGHTYEAR,,
20241225T214613.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMZ,,
20241225T214557.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMZ,,
20241225T214400.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMZ,,
20241225T214138.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMZ,,
20241225T214119.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMZ,,
20241225T213932.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMZ,,
20241225T213800.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EMZ,,
20241225T213707.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DARRYL,,
20241225T213511.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,4.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DARRYL,,
20241225T213400.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EL PRIMO,,
20241225T213349.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,1.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DARRYL,,
20241225T213205.000Z,15000015,soloShowdown,Rockwall Brawl,ranked,soloShowdown,,,9.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLT,,
